instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,daylight_hrs
3261,2011-05-20,2,0,5,18,False,5,True,1,0.6,0.6212,0.56,0.1642,79,394,473,14.34
3262,2011-05-20,2,0,5,19,False,5,True,1,0.58,0.5455,0.64,0.0896,49,253,302,14.34
3263,2011-05-20,2,0,5,20,False,5,True,1,0.58,0.5455,0.64,0.1045,40,180,220,14.34
3264,2011-05-20,2,0,5,21,False,5,True,1,0.56,0.5303,0.64,0.1045,40,155,195,14.34
3265,2011-05-20,2,0,5,22,False,5,True,1,0.54,0.5152,0.73,0.0,28,124,152,14.34
3266,2011-05-20,2,0,5,23,False,5,True,1,0.52,0.5,0.72,0.1642,15,100,115,14.34
3267,2011-05-21,2,0,5,0,False,6,False,1,0.52,0.5,0.77,0.1045,20,78,98,14.34
3268,2011-05-21,2,0,5,1,False,6,False,1,0.52,0.5,0.72,0.0,8,64,72,14.34
3269,2011-05-21,2,0,5,2,False,6,False,1,0.52,0.5,0.72,0.1045,5,35,40,14.34
3270,2011-05-21,2,0,5,3,False,6,False,1,0.48,0.4697,0.82,0.1045,7,12,19,14.34
3271,2011-05-21,2,0,5,4,False,6,False,1,0.46,0.4545,0.88,0.1343,1,6,7,14.34
3272,2011-05-21,2,0,5,5,False,6,False,1,0.46,0.4545,0.88,0.1045,1,4,5,14.34
3273,2011-05-21,2,0,5,6,False,6,False,1,0.5,0.4848,0.82,0.1343,6,22,28,14.34
3274,2011-05-21,2,0,5,7,False,6,False,1,0.54,0.5152,0.73,0.1343,10,33,43,14.34
3275,2011-05-21,2,0,5,8,False,6,False,1,0.56,0.5303,0.68,0.2836,29,97,126,14.34
3276,2011-05-21,2,0,5,9,False,6,False,1,0.6,0.6061,0.64,0.2239,60,165,225,14.34
3277,2011-05-21,2,0,5,10,False,6,False,1,0.62,0.6061,0.61,0.1045,122,201,323,14.34
3278,2011-05-21,2,0,5,11,False,6,False,1,0.64,0.6212,0.53,0.1343,173,245,418,14.34
3279,2011-05-21,2,0,5,12,False,6,False,1,0.66,0.6212,0.5,0.0,222,271,493,14.34
3280,2011-05-21,2,0,5,13,False,6,False,1,0.7,0.6364,0.45,0.0,191,271,462,14.34
3281,2011-05-21,2,0,5,14,False,6,False,1,0.72,0.6515,0.42,0.0,187,269,456,14.34
3282,2011-05-21,2,0,5,15,False,6,False,1,0.72,0.6515,0.45,0.2537,232,274,506,14.34
3283,2011-05-21,2,0,5,16,False,6,False,2,0.72,0.6515,0.39,0.2537,204,267,471,14.34
3284,2011-05-21,2,0,5,17,False,6,False,2,0.72,0.6515,0.42,0.1642,191,253,444,14.34
3285,2011-05-21,2,0,5,18,False,6,False,2,0.7,0.6364,0.45,0.1642,191,253,444,14.34
3286,2011-05-21,2,0,5,19,False,6,False,1,0.68,0.6364,0.47,0.1642,117,184,301,14.34
3287,2011-05-21,2,0,5,20,False,6,False,1,0.62,0.6061,0.61,0.0,84,164,248,14.34
3288,2011-05-21,2,0,5,21,False,6,False,1,0.62,0.6061,0.61,0.1045,77,150,227,14.34
3289,2011-05-21,2,0,5,22,False,6,False,1,0.6,0.5909,0.69,0.1343,78,126,204,14.34
3290,2011-05-21,2,0,5,23,False,6,False,1,0.58,0.5455,0.78,0.0896,42,103,145,14.34
3291,2011-05-22,2,0,5,0,False,0,False,1,0.54,0.5152,0.88,0.1642,31,100,131,14.34
3292,2011-05-22,2,0,5,1,False,0,False,1,0.52,0.5,0.94,0.1343,17,81,98,14.34
3293,2011-05-22,2,0,5,2,False,0,False,1,0.52,0.5,0.94,0.1045,18,50,68,14.34
3294,2011-05-22,2,0,5,3,False,0,False,1,0.5,0.4848,1.0,0.1045,10,23,33,14.34
3295,2011-05-22,2,0,5,4,False,0,False,1,0.5,0.4848,1.0,0.0,3,9,12,14.34
3296,2011-05-22,2,0,5,5,False,0,False,1,0.5,0.4848,1.0,0.1045,1,5,6,14.34
3297,2011-05-22,2,0,5,6,False,0,False,1,0.52,0.5,0.94,0.1045,5,13,18,14.34
3298,2011-05-22,2,0,5,7,False,0,False,1,0.54,0.5152,0.88,0.1045,13,27,40,14.34
3299,2011-05-22,2,0,5,8,False,0,False,1,0.6,0.5909,0.73,0.0896,29,65,94,14.34
3300,2011-05-22,2,0,5,9,False,0,False,1,0.62,0.6061,0.69,0.1045,59,130,189,14.34
3301,2011-05-22,2,0,5,10,False,0,False,1,0.64,0.6061,0.65,0.1343,135,170,305,14.34
3302,2011-05-22,2,0,5,11,False,0,False,1,0.7,0.6515,0.54,0.194,164,209,373,14.34
3303,2011-05-22,2,0,5,12,False,0,False,2,0.72,0.6667,0.51,0.194,146,255,401,14.34
3304,2011-05-22,2,0,5,13,False,0,False,2,0.66,0.6212,0.54,0.2239,180,275,455,14.34
3305,2011-05-22,2,0,5,14,False,0,False,3,0.62,0.6061,0.69,0.194,125,191,316,14.34
3306,2011-05-22,2,0,5,15,False,0,False,2,0.66,0.6212,0.61,0.1642,110,221,331,14.34
3307,2011-05-22,2,0,5,16,False,0,False,1,0.68,0.6364,0.61,0.1343,72,201,273,14.34
3308,2011-05-22,2,0,5,17,False,0,False,1,0.7,0.6515,0.58,0.2537,93,213,306,14.34
3309,2011-05-22,2,0,5,18,False,0,False,1,0.66,0.6212,0.61,0.2239,120,238,358,14.34
3310,2011-05-22,2,0,5,19,False,0,False,1,0.66,0.6212,0.61,0.194,107,193,300,14.34
3311,2011-05-22,2,0,5,20,False,0,False,1,0.64,0.6061,0.65,0.1642,57,174,231,14.34
3312,2011-05-22,2,0,5,21,False,0,False,1,0.62,0.5909,0.73,0.194,27,109,136,14.34
3313,2011-05-22,2,0,5,22,False,0,False,1,0.6,0.5606,0.83,0.1343,35,86,121,14.34
3314,2011-05-22,2,0,5,23,False,0,False,2,0.58,0.5455,0.83,0.1343,19,46,65,14.34
3315,2011-05-23,2,0,5,0,False,1,True,2,0.56,0.5303,0.88,0.1343,23,18,41,14.34
3316,2011-05-23,2,0,5,1,False,1,True,1,0.56,0.5303,0.88,0.1045,4,5,9,14.34
3317,2011-05-23,2,0,5,2,False,1,True,3,0.56,0.5303,0.88,0.1642,2,3,5,14.34
3318,2011-05-23,2,0,5,3,False,1,True,3,0.54,0.5152,0.94,0.1642,0,4,4,14.34
3319,2011-05-23,2,0,5,4,False,1,True,2,0.54,0.5152,0.94,0.0,2,2,4,14.34
3320,2011-05-23,2,0,5,5,False,1,True,2,0.54,0.5152,0.94,0.0,0,11,11,14.34
3321,2011-05-23,2,0,5,6,False,1,True,2,0.54,0.5152,1.0,0.0,4,92,96,14.34
3322,2011-05-23,2,0,5,7,False,1,True,2,0.56,0.5303,0.94,0.1045,13,223,236,14.34
3323,2011-05-23,2,0,5,8,False,1,True,1,0.6,0.5455,0.88,0.194,50,359,409,14.34
3324,2011-05-23,2,0,5,9,False,1,True,1,0.6,0.5455,0.88,0.2239,36,131,167,14.34
3325,2011-05-23,2,0,5,10,False,1,True,1,0.66,0.6212,0.74,0.2985,49,72,121,14.34
3326,2011-05-23,2,0,5,11,False,1,True,1,0.68,0.6364,0.69,0.3881,73,107,180,14.34
3327,2011-05-23,2,0,5,12,False,1,True,1,0.68,0.6364,0.69,0.3881,65,139,204,14.34
3328,2011-05-23,2,0,5,13,False,1,True,2,0.74,0.6818,0.58,0.4179,49,155,204,14.34
3329,2011-05-23,2,0,5,14,False,1,True,2,0.72,0.6818,0.62,0.5224,57,130,187,14.34
3330,2011-05-23,2,0,5,15,False,1,True,2,0.72,0.6818,0.62,0.4478,57,119,176,14.34
3331,2011-05-23,2,0,5,16,False,1,True,2,0.72,0.6818,0.62,0.2985,56,223,279,14.34
3332,2011-05-23,2,0,5,17,False,1,True,3,0.72,0.6818,0.7,0.3881,56,373,429,14.34
3333,2011-05-23,2,0,5,18,False,1,True,1,0.7,0.6667,0.74,0.2836,68,385,453,14.34
3334,2011-05-23,2,0,5,19,False,1,True,1,0.7,0.6667,0.74,0.2239,56,302,358,14.34
3335,2011-05-23,2,0,5,20,False,1,True,1,0.64,0.5758,0.83,0.2239,39,271,310,14.34
3336,2011-05-23,2,0,5,21,False,1,True,1,0.64,0.5758,0.89,0.2239,33,155,188,14.34
3337,2011-05-23,2,0,5,22,False,1,True,1,0.62,0.5455,0.94,0.2239,25,106,131,14.34
3338,2011-05-23,2,0,5,23,False,1,True,2,0.62,0.5606,0.88,0.194,19,53,72,14.34
3339,2011-05-24,2,0,5,0,False,2,True,2,0.6,0.5152,0.94,0.194,12,23,35,14.34
3340,2011-05-24,2,0,5,1,False,2,True,2,0.6,0.5152,0.94,0.1642,6,9,15,14.34
3341,2011-05-24,2,0,5,2,False,2,True,2,0.6,0.5152,0.94,0.194,2,8,10,14.34
3342,2011-05-24,2,0,5,3,False,2,True,2,0.58,0.5455,0.94,0.1045,0,2,2,14.34
3343,2011-05-24,2,0,5,4,False,2,True,1,0.6,0.5455,0.88,0.1045,1,3,4,14.34
3344,2011-05-24,2,0,5,5,False,2,True,2,0.58,0.5455,0.94,0.2537,2,22,24,14.34
3345,2011-05-24,2,0,5,6,False,2,True,2,0.58,0.5455,0.94,0.194,10,102,112,14.34
3346,2011-05-24,2,0,5,7,False,2,True,3,0.64,0.5909,0.78,0.194,26,288,314,14.34
3347,2011-05-24,2,0,5,8,False,2,True,3,0.62,0.5758,0.83,0.2239,31,403,434,14.34
3348,2011-05-24,2,0,5,9,False,2,True,2,0.64,0.6061,0.73,0.194,27,111,138,14.34
3349,2011-05-24,2,0,5,10,False,2,True,1,0.7,0.6515,0.61,0.3284,18,90,108,14.34
3350,2011-05-24,2,0,5,11,False,2,True,1,0.74,0.6667,0.51,0.2239,33,142,175,14.34
3351,2011-05-24,2,0,5,12,False,2,True,1,0.76,0.6818,0.45,0.3881,41,129,170,14.34
3352,2011-05-24,2,0,5,13,False,2,True,1,0.78,0.697,0.46,0.2537,38,152,190,14.34
3353,2011-05-24,2,0,5,14,False,2,True,1,0.78,0.697,0.46,0.2836,27,126,153,14.34
3354,2011-05-24,2,0,5,15,False,2,True,3,0.74,0.6818,0.55,0.4179,59,129,188,14.34
3355,2011-05-24,2,0,5,16,False,2,True,1,0.66,0.6212,0.69,0.194,52,225,277,14.34
3356,2011-05-24,2,0,5,17,False,2,True,1,0.7,0.6515,0.61,0.1045,56,492,548,14.34
3357,2011-05-24,2,0,5,18,False,2,True,1,0.7,0.6515,0.7,0.194,74,490,564,14.34
3358,2011-05-24,2,0,5,19,False,2,True,1,0.66,0.6212,0.74,0.194,45,310,355,14.34
3359,2011-05-24,2,0,5,20,False,2,True,1,0.66,0.6212,0.74,0.0896,39,241,280,14.34
3360,2011-05-24,2,0,5,21,False,2,True,1,0.64,0.5909,0.78,0.0896,21,168,189,14.34
3361,2011-05-24,2,0,5,22,False,2,True,3,0.62,0.5606,0.88,0.2239,26,115,141,14.34
3362,2011-05-24,2,0,5,23,False,2,True,3,0.66,0.6212,0.74,0.1642,13,53,66,14.34
3363,2011-05-25,2,0,5,0,False,3,True,3,0.6,0.5606,0.83,0.2239,3,32,35,14.34
3364,2011-05-25,2,0,5,1,False,3,True,3,0.58,0.5455,0.83,0.194,6,2,8,14.34
3365,2011-05-25,2,0,5,2,False,3,True,2,0.56,0.5303,0.94,0.0,0,8,8,14.34
3366,2011-05-25,2,0,5,3,False,3,True,1,0.54,0.5152,1.0,0.1343,0,9,9,14.34
3367,2011-05-25,2,0,5,4,False,3,True,1,0.54,0.5152,1.0,0.1045,0,3,3,14.34
3368,2011-05-25,2,0,5,5,False,3,True,1,0.56,0.5303,0.88,0.0896,2,23,25,14.34
3369,2011-05-25,2,0,5,6,False,3,True,1,0.56,0.5303,0.94,0.0896,4,113,117,14.34
3370,2011-05-25,2,0,5,7,False,3,True,1,0.62,0.5909,0.73,0.1343,29,284,313,14.34
3371,2011-05-25,2,0,5,8,False,3,True,1,0.64,0.6061,0.69,0.2239,36,495,531,14.34
3372,2011-05-25,2,0,5,9,False,3,True,1,0.68,0.6364,0.65,0.0896,27,207,234,14.34
3373,2011-05-25,2,0,5,10,False,3,True,1,0.7,0.6515,0.61,0.0896,30,105,135,14.34
3374,2011-05-25,2,0,5,11,False,3,True,1,0.74,0.6667,0.51,0.0896,36,104,140,14.34
3375,2011-05-25,2,0,5,12,False,3,True,1,0.74,0.6818,0.55,0.1343,32,178,210,14.34
3376,2011-05-25,2,0,5,13,False,3,True,1,0.74,0.6818,0.55,0.1343,39,163,202,14.34
3377,2011-05-25,2,0,5,14,False,3,True,1,0.74,0.6818,0.55,0.1642,47,121,168,14.34
3378,2011-05-25,2,0,5,15,False,3,True,1,0.76,0.697,0.52,0.2537,37,145,182,14.34
3379,2011-05-25,2,0,5,16,False,3,True,1,0.74,0.6667,0.51,0.2836,61,238,299,14.34
3380,2011-05-25,2,0,5,17,False,3,True,1,0.74,0.6667,0.51,0.2239,77,524,601,14.34
3381,2011-05-25,2,0,5,18,False,3,True,1,0.72,0.6667,0.58,0.2239,66,451,517,14.34
3382,2011-05-25,2,0,5,19,False,3,True,1,0.7,0.6515,0.61,0.1343,73,332,405,14.34
3383,2011-05-25,2,0,5,20,False,3,True,1,0.7,0.6515,0.61,0.1642,56,284,340,14.34
3384,2011-05-25,2,0,5,21,False,3,True,1,0.66,0.6212,0.69,0.1343,33,203,236,14.34
3385,2011-05-25,2,0,5,22,False,3,True,1,0.66,0.6212,0.69,0.2537,34,140,174,14.34
3386,2011-05-25,2,0,5,23,False,3,True,1,0.64,0.6061,0.73,0.1343,12,74,86,14.34
3387,2011-05-26,2,0,5,0,False,4,True,1,0.64,0.6061,0.73,0.1343,11,34,45,14.34
3388,2011-05-26,2,0,5,1,False,4,True,1,0.64,0.6061,0.73,0.1343,3,13,16,14.34
3389,2011-05-26,2,0,5,2,False,4,True,1,0.62,0.5758,0.83,0.1045,7,7,14,14.34
3390,2011-05-26,2,0,5,3,False,4,True,1,0.6,0.5455,0.88,0.0896,0,4,4,14.34
3391,2011-05-26,2,0,5,4,False,4,True,1,0.6,0.5455,0.88,0.0,0,2,2,14.34
3392,2011-05-26,2,0,5,5,False,4,True,2,0.6,0.5455,0.88,0.0896,2,25,27,14.34
3393,2011-05-26,2,0,5,6,False,4,True,2,0.6,0.5,1.0,0.0896,4,94,98,14.34
3394,2011-05-26,2,0,5,7,False,4,True,2,0.62,0.5455,0.94,0.2537,16,270,286,14.34
3395,2011-05-26,2,0,5,8,False,4,True,2,0.66,0.6061,0.83,0.1642,31,458,489,14.34
3396,2011-05-26,2,0,5,9,False,4,True,1,0.72,0.6818,0.7,0.1642,22,194,216,14.34
3397,2011-05-26,2,0,5,10,False,4,True,1,0.7,0.6667,0.74,0.2836,49,94,143,14.34
3398,2011-05-26,2,0,5,11,False,4,True,1,0.74,0.697,0.66,0.2239,36,124,160,14.34
3399,2011-05-26,2,0,5,12,False,4,True,1,0.78,0.7424,0.59,0.3284,53,141,194,14.34
3400,2011-05-26,2,0,5,13,False,4,True,1,0.82,0.7727,0.52,0.2836,52,145,197,14.34
3401,2011-05-26,2,0,5,14,False,4,True,1,0.82,0.7727,0.52,0.2836,44,145,189,14.34
3402,2011-05-26,2,0,5,15,False,4,True,2,0.82,0.7576,0.46,0.2836,40,101,141,14.34
3403,2011-05-26,2,0,5,16,False,4,True,2,0.8,0.7424,0.49,0.3582,58,233,291,14.34
3404,2011-05-26,2,0,5,17,False,4,True,1,0.8,0.7273,0.46,0.2836,49,445,494,14.34
3405,2011-05-26,2,0,5,18,False,4,True,1,0.8,0.7273,0.46,0.3284,74,404,478,14.34
3406,2011-05-26,2,0,5,19,False,4,True,1,0.78,0.697,0.46,0.3284,67,311,378,14.34
3407,2011-05-26,2,0,5,20,False,4,True,1,0.72,0.6667,0.58,0.1642,55,267,322,14.34
3408,2011-05-26,2,0,5,21,False,4,True,1,0.72,0.6818,0.62,0.0896,45,178,223,14.34
3409,2011-05-26,2,0,5,22,False,4,True,1,0.7,0.6515,0.65,0.1343,23,157,180,14.34
3410,2011-05-26,2,0,5,23,False,4,True,1,0.7,0.6515,0.65,0.194,17,73,90,14.34
3411,2011-05-27,2,0,5,0,False,5,True,1,0.68,0.6364,0.69,0.2537,14,55,69,14.34
3412,2011-05-27,2,0,5,1,False,5,True,1,0.7,0.6515,0.58,0.2985,14,36,50,14.34
3413,2011-05-27,2,0,5,2,False,5,True,1,0.68,0.6364,0.61,0.2239,6,12,18,14.34
3414,2011-05-27,2,0,5,3,False,5,True,1,0.66,0.6212,0.65,0.0896,1,11,12,14.34
3415,2011-05-27,2,0,5,4,False,5,True,1,0.64,0.6061,0.69,0.1343,2,5,7,14.34
3416,2011-05-27,2,0,5,5,False,5,True,1,0.64,0.6061,0.65,0.2836,2,29,31,14.34
3417,2011-05-27,2,0,5,6,False,5,True,1,0.64,0.6061,0.69,0.0896,8,73,81,14.34
3418,2011-05-27,2,0,5,7,False,5,True,1,0.64,0.6061,0.73,0.1642,20,229,249,14.34
3419,2011-05-27,2,0,5,8,False,5,True,1,0.66,0.6212,0.74,0.2836,25,393,418,14.34
3420,2011-05-27,2,0,5,9,False,5,True,1,0.7,0.6515,0.65,0.2836,37,190,227,14.34
3421,2011-05-27,2,0,5,10,False,5,True,1,0.72,0.6667,0.54,0.3881,42,111,153,14.34
3422,2011-05-27,2,0,5,11,False,5,True,2,0.74,0.6818,0.55,0.3284,40,126,166,14.34
3423,2011-05-27,2,0,5,12,False,5,True,2,0.76,0.697,0.55,0.2985,53,190,243,14.34
3424,2011-05-27,2,0,5,13,False,5,True,1,0.74,0.6818,0.58,0.194,51,158,209,14.34
3425,2011-05-27,2,0,5,14,False,5,True,1,0.76,0.697,0.55,0.2537,51,188,239,14.34
3426,2011-05-27,2,0,5,15,False,5,True,1,0.78,0.7121,0.49,0.2836,98,258,356,14.34
3427,2011-05-27,2,0,5,16,False,5,True,2,0.76,0.697,0.55,0.3881,63,356,419,14.34
3428,2011-05-27,2,0,5,17,False,5,True,1,0.74,0.6818,0.58,0.3881,77,414,491,14.34
3429,2011-05-27,2,0,5,18,False,5,True,2,0.72,0.6818,0.62,0.2985,89,310,399,14.34
3430,2011-05-27,2,0,5,19,False,5,True,3,0.6,0.5758,0.78,0.2537,69,210,279,14.34
3431,2011-05-27,2,0,5,20,False,5,True,2,0.62,0.5909,0.73,0.2239,24,120,144,14.34
3432,2011-05-27,2,0,5,21,False,5,True,1,0.6,0.5606,0.83,0.1045,37,114,151,14.34
3433,2011-05-27,2,0,5,22,False,5,True,1,0.6,0.5758,0.78,0.1343,25,116,141,14.34
3434,2011-05-27,2,0,5,23,False,5,True,1,0.58,0.5455,0.88,0.1343,23,104,127,14.34
3435,2011-05-28,2,0,5,0,False,6,False,1,0.58,0.5455,0.88,0.1343,15,79,94,14.34
3436,2011-05-28,2,0,5,1,False,6,False,1,0.58,0.5455,0.88,0.194,8,47,55,14.34
3437,2011-05-28,2,0,5,2,False,6,False,1,0.56,0.5303,0.94,0.194,13,35,48,14.34
3438,2011-05-28,2,0,5,3,False,6,False,1,0.56,0.5303,0.88,0.2239,2,13,15,14.34
3439,2011-05-28,2,0,5,4,False,6,False,1,0.56,0.5303,0.88,0.2537,0,4,4,14.34
3440,2011-05-28,2,0,5,5,False,6,False,1,0.56,0.5303,0.88,0.2239,4,3,7,14.34
3441,2011-05-28,2,0,5,6,False,6,False,1,0.58,0.5455,0.83,0.2537,3,16,19,14.34
3442,2011-05-28,2,0,5,7,False,6,False,1,0.6,0.5606,0.83,0.2537,17,33,50,14.34
3443,2011-05-28,2,0,5,8,False,6,False,1,0.62,0.5909,0.78,0.194,27,75,102,14.34
3444,2011-05-28,2,0,5,9,False,6,False,1,0.64,0.6061,0.73,0.2537,61,116,177,14.34
3445,2011-05-28,2,0,5,10,False,6,False,1,0.7,0.6515,0.65,0.2239,110,166,276,14.34
3446,2011-05-28,2,0,5,11,False,6,False,1,0.7,0.6515,0.65,0.2239,171,178,349,14.34
3447,2011-05-28,2,0,5,12,False,6,False,1,0.72,0.6667,0.58,0.2537,145,213,358,14.34
3448,2011-05-28,2,0,5,13,False,6,False,1,0.72,0.6818,0.62,0.2239,168,217,385,14.34
3449,2011-05-28,2,0,5,14,False,6,False,1,0.74,0.6818,0.58,0.2239,172,210,382,14.34
3450,2011-05-28,2,0,5,15,False,6,False,1,0.74,0.6818,0.55,0.2239,187,187,374,14.34
3451,2011-05-28,2,0,5,16,False,6,False,1,0.76,0.697,0.55,0.2836,201,201,402,14.34
3452,2011-05-28,2,0,5,17,False,6,False,1,0.74,0.6818,0.55,0.2985,180,161,341,14.34
3453,2011-05-28,2,0,5,18,False,6,False,1,0.72,0.6818,0.62,0.2537,173,212,385,14.34
3454,2011-05-28,2,0,5,19,False,6,False,1,0.7,0.6515,0.65,0.194,99,153,252,14.34
3455,2011-05-28,2,0,5,20,False,6,False,1,0.7,0.6515,0.65,0.2239,68,128,196,14.34
3456,2011-05-28,2,0,5,21,False,6,False,1,0.66,0.6212,0.74,0.2985,87,114,201,14.34
3457,2011-05-28,2,0,5,22,False,6,False,1,0.66,0.6061,0.78,0.2239,46,115,161,14.34
3458,2011-05-28,2,0,5,23,False,6,False,1,0.64,0.5758,0.83,0.194,44,81,125,14.34
3459,2011-05-29,2,0,5,0,False,0,False,1,0.64,0.5758,0.83,0.2239,32,51,83,14.34
3460,2011-05-29,2,0,5,1,False,0,False,1,0.62,0.5606,0.88,0.1642,17,49,66,14.34
3461,2011-05-29,2,0,5,2,False,0,False,1,0.62,0.5606,0.88,0.1045,12,49,61,14.34
3462,2011-05-29,2,0,5,3,False,0,False,1,0.62,0.5606,0.88,0.1045,2,24,26,14.34
3463,2011-05-29,2,0,5,4,False,0,False,1,0.6,0.5455,0.88,0.0896,13,10,23,14.34
3464,2011-05-29,2,0,5,5,False,0,False,1,0.6,0.5152,0.94,0.1642,3,3,6,14.34
3465,2011-05-29,2,0,5,6,False,0,False,2,0.62,0.5606,0.88,0.194,5,10,15,14.34
3466,2011-05-29,2,0,5,7,False,0,False,2,0.62,0.5606,0.88,0.2537,13,17,30,14.34
3467,2011-05-29,2,0,5,8,False,0,False,2,0.62,0.5606,0.88,0.2239,34,62,96,14.34
3468,2011-05-29,2,0,5,9,False,0,False,2,0.62,0.5455,0.94,0.2537,74,78,152,14.34
3469,2011-05-29,2,0,5,10,False,0,False,2,0.66,0.6061,0.83,0.2239,130,121,251,14.34
3470,2011-05-29,2,0,5,11,False,0,False,2,0.66,0.6061,0.83,0.2836,139,180,319,14.34
3471,2011-05-29,2,0,5,12,False,0,False,2,0.7,0.6667,0.74,0.2239,216,186,402,14.34
3472,2011-05-29,2,0,5,13,False,0,False,1,0.72,0.6818,0.7,0.2836,237,181,418,14.34
3473,2011-05-29,2,0,5,14,False,0,False,1,0.74,0.697,0.7,0.2836,183,168,351,14.34
3474,2011-05-29,2,0,5,15,False,0,False,1,0.74,0.697,0.7,0.2985,221,155,376,14.34
3475,2011-05-29,2,0,5,16,False,0,False,1,0.74,0.697,0.7,0.2836,194,167,361,14.34
3476,2011-05-29,2,0,5,17,False,0,False,1,0.74,0.697,0.7,0.2836,214,169,383,14.34
3477,2011-05-29,2,0,5,18,False,0,False,1,0.72,0.697,0.74,0.2836,151,177,328,14.34
3478,2011-05-29,2,0,5,19,False,0,False,1,0.72,0.697,0.74,0.2537,141,146,287,14.34
3479,2011-05-29,2,0,5,20,False,0,False,1,0.7,0.6667,0.79,0.194,91,128,219,14.34
3480,2011-05-29,2,0,5,21,False,0,False,1,0.68,0.6364,0.83,0.1642,107,122,229,14.34
3481,2011-05-29,2,0,5,22,False,0,False,1,0.66,0.5909,0.89,0.1343,78,93,171,14.34
3482,2011-05-29,2,0,5,23,False,0,False,1,0.66,0.5909,0.89,0.1642,48,87,135,14.34
3483,2011-05-30,2,0,5,0,True,1,False,1,0.64,0.5606,0.94,0.194,38,65,103,14.34
3484,2011-05-30,2,0,5,1,True,1,False,1,0.64,0.5606,0.94,0.1343,26,53,79,14.34
3485,2011-05-30,2,0,5,2,True,1,False,1,0.64,0.5606,0.94,0.194,17,28,45,14.34
3486,2011-05-30,2,0,5,3,True,1,False,1,0.64,0.5606,0.94,0.194,10,8,18,14.34
3487,2011-05-30,2,0,5,4,True,1,False,1,0.62,0.5455,0.94,0.1642,2,4,6,14.34
3488,2011-05-30,2,0,5,5,True,1,False,2,0.62,0.5455,0.94,0.1045,1,6,7,14.34
3489,2011-05-30,2,0,5,6,True,1,False,2,0.64,0.5606,0.94,0.0896,6,10,16,14.34
3490,2011-05-30,2,0,5,7,True,1,False,2,0.64,0.5606,0.94,0.0,12,19,31,14.34
3491,2011-05-30,2,0,5,8,True,1,False,2,0.66,0.5909,0.89,0.1045,36,58,94,14.34
3492,2011-05-30,2,0,5,9,True,1,False,1,0.72,0.697,0.74,0.0896,47,81,128,14.34
3493,2011-05-30,2,0,5,10,True,1,False,1,0.8,0.7576,0.55,0.2537,116,153,269,14.34
3494,2011-05-30,2,0,5,11,True,1,False,1,0.82,0.7727,0.52,0.0,153,168,321,14.34
3495,2011-05-30,2,0,5,12,True,1,False,1,0.86,0.803,0.47,0.1045,179,187,366,14.34
3496,2011-05-30,2,0,5,13,True,1,False,1,0.86,0.7879,0.44,0.0896,133,217,350,14.34
3497,2011-05-30,2,0,5,14,True,1,False,1,0.88,0.803,0.39,0.0,142,185,327,14.34
3498,2011-05-30,2,0,5,15,True,1,False,1,0.88,0.803,0.39,0.2537,132,179,311,14.34
3499,2011-05-30,2,0,5,16,True,1,False,1,0.88,0.7879,0.37,0.2836,101,208,309,14.34
3500,2011-05-30,2,0,5,17,True,1,False,1,0.86,0.7879,0.41,0.2239,102,202,304,14.34
3501,2011-05-30,2,0,5,18,True,1,False,1,0.86,0.7879,0.41,0.1642,77,172,249,14.34
3502,2011-05-30,2,0,5,19,True,1,False,2,0.52,0.5,0.48,0.1045,68,157,225,14.34
3503,2011-05-30,2,0,5,20,True,1,False,1,0.76,0.7121,0.58,0.0,69,168,237,14.34
3504,2011-05-30,2,0,5,21,True,1,False,1,0.74,0.697,0.7,0.1343,42,107,149,14.34
3505,2011-05-30,2,0,5,22,True,1,False,1,0.72,0.697,0.74,0.1642,26,80,106,14.34
3506,2011-05-30,2,0,5,23,True,1,False,1,0.7,0.6667,0.84,0.1045,14,34,48,14.34
3507,2011-05-31,2,0,5,0,False,2,True,1,0.7,0.6667,0.79,0.0896,9,20,29,14.34
3508,2011-05-31,2,0,5,1,False,2,True,1,0.68,0.6364,0.89,0.0896,8,9,17,14.34
3509,2011-05-31,2,0,5,2,False,2,True,2,0.66,0.5909,0.94,0.1343,5,7,12,14.34
3510,2011-05-31,2,0,5,3,False,2,True,2,0.64,0.5606,0.94,0.0,1,3,4,14.34
3511,2011-05-31,2,0,5,4,False,2,True,1,0.66,0.6061,0.83,0.0896,0,3,3,14.34
3512,2011-05-31,2,0,5,5,False,2,True,1,0.66,0.6061,0.83,0.0896,0,26,26,14.34
3513,2011-05-31,2,0,5,6,False,2,True,1,0.68,0.6364,0.79,0.0896,11,98,109,14.34
3514,2011-05-31,2,0,5,7,False,2,True,1,0.74,0.697,0.66,0.1045,16,219,235,14.34
3515,2011-05-31,2,0,5,8,False,2,True,1,0.78,0.7424,0.59,0.1343,34,372,406,14.34
3516,2011-05-31,2,0,5,9,False,2,True,1,0.8,0.7576,0.55,0.1343,22,153,175,14.34
3517,2011-05-31,2,0,5,10,False,2,True,1,0.82,0.7879,0.56,0.1343,37,72,109,14.34
3518,2011-05-31,2,0,5,11,False,2,True,1,0.86,0.803,0.47,0.0,28,78,106,14.34
3519,2011-05-31,2,0,5,12,False,2,True,1,0.86,0.803,0.47,0.1343,37,125,162,14.34
